quarter,pdvmil,pdvmily,wara_later,wara,pgdp,rgdp,rcons,rcdur,rcnd,rcsv,rcndsv,rinv,rinvfx,rnri,rres,rgov,rfed,rdef,rsl,kcdur,tothours,milithours,totpop,fr25_64pop16,fr25_64pop,tothoursces,nwmfg,pman,cpi,ppi,pbus,nwbus,BAA,tb3,romerexog,amtss,amtbr,spf_rfedlag,spf_rfed0,spf_rfed1,spf_rfed2,spf_rfed3,spf_rfed4,spf_rsllag,spf_rsl0,spf_rsl1,spf_rsl2,spf_rsl3,spf_rsl4,spf_ndeflag,spf_ndef0,spf_ndef1,spf_ndef2,spf_ndef3,spf_ndef4,spf_pgdplag,spf_pgdp0,spf_pgdp1,spf_pgdp2,spf_pgdp3,spf_pgdp4
1954.25,0,0.000,0,0,20.58581987,18.265,16.166,6.54,25.137,15.364,18.58241777,10.164,11.421,8.78,21.497,34.282,58.425,76.861,18.848,7.382576,133.576609,6.241,162564,0.703999996,0.49000001,127.36,1.663333297,28.47947502,26.90999985,29.33333397,24.12,10.546,3.476666689,0.790000021,0,0.142000005,0.240999997,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1954.5,-5,-0.013,0,0,20.61610091,18.471,16.385,6.568,25.454,15.631,18.866425,10.684,11.878,9.02,22.809,33.455,55.519,72.895,19.373,7.458736,132.1668687,6.138,163290,0.703999996,0.489000022,126.936,1.659999967,28.47947502,26.84000015,29.26666641,24.136,10.571,3.486666679,0.883333325,-1.4,0.142000005,0.240999997,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1954.75,0,0.000,0,0,20.6676928,18.841,16.729,6.972,25.882,15.821,19.13105745,11.176,12.143,8.993,24.246,33.252,54.873,70.391,19.463,7.553,132.310287,6.137,164107,0.703999996,0.488000005,128.134,1.676666617,28.38216591,26.75666618,29.10000038,24.149,10.723,3.453333378,1.019999981,0,0.142000005,0.240999997,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1955,4.9,0.013,0,0,20.77077852,19.383,17.105,7.598,26.151,16.006,19.34667561,12.368,12.634,9.154,26.046,33.212,53.552,70.015,20.28,7.684738,134.5686727,5.976,164809,0.703999996,0.486999989,130.015,1.700000048,28.51191139,26.79333305,29.23333359,24.289,10.676,3.466666698,1.223333359,0,0.147,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1955.25,0,0.000,0,0,20.85363378,19.704,17.432,8.01,26.634,16.123,19.59182968,13.149,13.176,9.73,26.431,32.882,52.337,67.475,20.546,7.838928,134.5642309,5.726,165463,0.703999996,0.486000001,131.031,1.723333359,28.54434776,26.75666618,29.23333359,24.312,10.829,3.5,1.483333349,0,0.147,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1955.5,0,0.000,0,0,21.00465769,19.967,17.648,8.27,26.813,16.289,19.76053643,13.337,13.468,10.227,25.867,33.082,52.889,68.187,20.514,7.997305,136.964135,5.555,166192,0.703750014,0.485000014,132.84,1.75999999,28.93358994,26.77666664,29.43333244,24.489,10.833,3.556666613,1.856666684,0,0.147,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1955.75,0,0.000,0,0,21.21619603,20.079,17.869,8.052,27.357,16.613,20.1552219,13.626,13.481,10.509,24.769,32.365,50.91,65.896,20.634,8.134,138.3262186,5.515,167023,0.703500032,0.483999997,134.337,1.776666641,29.19308281,26.85666656,29.53333282,24.729,10.961,3.596666574,2.336666584,0,0.147,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1956,0.9,0.002,0,0,21.4289288,19.987,17.899,7.684,27.666,16.773,20.367755,13.168,13.194,10.313,24.115,32.347,50.53,65.645,20.857,8.232211,138.0823765,5.406,167746,0.703249991,0.48299998,134.066,1.789999962,29.38770485,26.86000061,29.79999924,24.982,11.247,3.593333244,2.326666594,0,0.149000004,0.254000008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1956.25,0.6,0.001,0,0,21.5548054,20.144,17.958,7.694,27.596,16.934,20.44773547,13.019,13.3,10.475,23.972,33.025,51.855,67.397,21.113,8.311349,138.8129505,5.327,168436,0.703000009,0.481999993,134.45,1.826666713,29.80938148,27.03666687,30.23333359,25.099,11.474,3.723333359,2.566666603,0,0.149000004,0.254000008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1956.5,3,0.007,0,0,21.83011084,20.119,17.999,7.559,27.615,17.112,20.55751026,12.866,13.279,10.559,23.501,32.713,50.911,67.18,21.218,8.383097,138.9734765,5.3,169191,0.702250004,0.480749995,134.274,1.846666694,30.00400162,27.31666756,30.39999962,25.431,11.592,3.933333397,2.583333254,0,0.149000004,0.254000008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1956.75,0.5,0.001,0,0,21.91412363,20.448,18.247,7.802,27.836,17.335,20.77809201,12.714,13.187,10.534,23.133,33.563,52.735,69.335,21.434,8.464,138.8771064,5.31,170063,0.701499999,0.479499996,134.218,1.889999986,30.42568016,27.54999924,30.70000076,25.509,11.854,4.259999752,3.033333302,0,0.149000004,0.254000008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1957,0,0.000,0,0,22.22222222,20.574,18.373,7.944,28.004,17.402,20.87677244,12.509,13.187,10.609,22.802,34.252,53.672,69.727,21.973,8.567058,139.1427601,5.176,170806,0.700749993,0.478249997,133.909,1.909999967,30.71761131,27.77666664,31,25.887,12.094,4.46333313,3.096666574,0,0.149000004,0.254999995,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1957.25,2.4,0.005,0,0,22.37380628,20.524,18.405,7.757,28.11,17.552,21.01432996,12.492,13.06,10.581,22.252,34.039,52.858,70.307,22.158,8.672613,137.7726195,5.157,171501,0.699999988,0.476999998,133.399,1.916666627,30.75004768,28.01333427,31.06666756,26.042,12.212,4.53000021,3.139999866,0,0.149000004,0.254999995,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1957.5,0,0.000,0,0,22.50747997,20.722,18.551,7.704,28.5,17.681,21.23759471,12.79,13.191,10.805,21.952,34.3,53.05,70.885,22.471,8.76753,137.5088223,5.235,172257,0.698750019,0.475499988,133.743,1.940000057,30.97710419,28.26333427,31.33333206,26.181,12.322,4.826666832,3.353333235,0,0.149000004,0.254999995,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1957.75,10.3,0.022,0,0,22.50780336,20.504,18.561,7.614,28.314,17.875,21.28770611,11.722,12.95,10.524,21.92,34.925,53.793,70.028,23.03,8.837,135.227942,5.072,173070,0.69749999,0.473999977,131.097,1.956666708,31.00954247,28.39999962,31.29999924,26.142,12.54,5.03666687,3.309999943,0,0.149000004,0.254999995,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1958,0.7,0.002,0,0,22.7530202,19.949,18.308,7.107,28.059,17.858,21.19177423,10.851,12.148,9.762,21.053,34.535,51.864,69.252,23.681,8.865717,133.1185472,4.88,173746,0.696249962,0.472499996,128.027,1.953333378,31.10685349,28.73666763,31.56666756,26.409,12.665,4.723333359,1.75666666,0,0.144999996,0.252999991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1958.25,0,0.000,0,0,22.81899258,20.071,18.459,6.999,28.314,18.116,21.43761598,10.594,11.803,9.341,21.105,35.4,53.53,69.937,24.023,8.875428,132.4428841,4.849,174397,0.694999993,0.470999986,127.336,1.970000029,31.13928986,28.93000031,31.63333321,26.408,12.698,4.613333225,0.956666648,0,0.144999996,0.252999991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1958.5,0,0.000,0,0,22.96382844,20.541,18.761,7.144,28.831,18.359,21.76831985,11.468,11.972,9.2,22.644,35.621,53.321,69.907,24.548,8.883484,132.3362127,4.808,175143,0.693499982,0.469749987,128.19,1.99666667,31.13928986,28.91333389,31.60000038,26.576,12.93,4.690000057,1.680000067,-0.5,0.144999996,0.252999991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1958.75,0,0.000,0,0,23.07326356,21.02,19.009,7.406,29.227,18.469,21.98191866,12.502,12.709,9.543,25.057,36.381,54.566,70.429,24.996,8.908,135.4682942,4.831,175966,0.692000031,0.468499988,129.999,2.023333311,31.23659897,28.94333267,31.56666756,26.706,13.043,4.880000114,2.690000057,0,0.144999996,0.252999991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1959,1.5,0.003,0,0,23.10561903,21.445,19.361,7.807,29.608,18.708,22.26722317,13.208,13.489,9.84,27.908,36.145,53.666,68.471,25.203,8.970655,136.3697756,4.746,176685,0.690500021,0.46724999,131.534,2.053333282,31.39878273,28.99333382,31.70000076,26.68,13.215,4.869999886,2.773333311,0,0.151999995,0.264999986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1959.25,0,0.000,0,0,23.1273025,21.987,19.659,8.101,29.853,18.986,22.53677015,14.311,13.926,10.14,28.899,36.696,54.95,67.637,25.272,9.060996,137.8747808,4.7,177365,0.68900001,0.465999991,134.276,2.083333254,31.52853203,29.04333305,31.76666641,26.678,13.229,4.953333378,3,0,0.151999995,0.264999986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1959.5,0,0.000,0,0,23.19111152,21.961,19.864,8.258,29.967,19.241,22.73517013,13.315,14.096,10.461,28.353,37.158,56.085,69.36,25.294,9.165286,137.5409363,4.624,178101,0.687749982,0.464749992,133.134,2.079999924,31.49609375,29.19333267,31.66666794,26.739,13.412,5.116666794,3.539999962,0,0.151999995,0.264999986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1959.75,0,0.000,0,0,23.28704964,22.038,19.886,7.864,30.152,19.473,22.94379783,13.781,13.909,10.421,27.526,36.753,55.268,68.473,25.159,9.263,136.7855627,4.609,178921,0.686500013,0.463499993,133.348,2.083333254,31.4312191,29.37000084,31.53333282,26.839,13.592,5.273333549,4.230000019,0.6,0.151999995,0.264999986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1960,0,0.000,0,0,23.38895793,22.532,20.076,8.116,30.228,19.649,23.08418566,15.271,14.394,10.822,28.316,36.029,52.782,67.262,25.597,9.349201,136.8599579,4.586,179597,0.685250044,0.462249994,133.222,2.136666775,31.52853203,29.39666748,31.66666603,26.928,13.948,5.309999943,3.873333216,1.9,0.150999993,0.264999986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1960.25,2.9,0.006,0,0,23.46279039,22.427,20.331,8.301,30.558,19.868,23.33933134,13.726,14.105,10.99,25.987,36.322,52.58,66.276,26.223,9.423512,138.0788226,4.549,180222,0.684000015,0.460999995,134.579,2.140000105,31.52853203,29.57333374,31.73333359,27.005,13.882,5.246666908,2.99333334,0,0.150999993,0.264999986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1960.5,0,0.000,0,0,23.54878917,22.464,20.25,8.235,30.379,19.845,23.26486728,13.644,13.727,10.716,25.199,37.197,54.212,68.396,26.614,9.484621,139.4981541,4.587,180945,0.682749987,0.459749997,134.769,2.150000095,31.49609375,29.59000015,31.63333321,27.052,13.864,5.103333473,2.359999895,0,0.150999993,0.264999986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1960.75,0,0.000,0,0,23.61668546,22.175,20.276,8.028,30.4,20.037,23.39031527,11.958,13.67,10.656,25.165,37.456,54.41,67.605,26.919,9.533,138.210698,4.593,181796,0.681500018,0.458499998,133.551,2.156666756,31.52853203,29.78000069,31.70000076,27.102,13.996,5.096666813,2.306666613,0,0.150999993,0.264999986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1961,7.7,0.015,0,0,23.66970009,22.307,20.271,7.587,30.581,20.237,23.58298103,12.264,13.499,10.432,25.263,37.946,54.339,69.396,27.792,9.569155,139.3579986,4.659,182520,0.680250049,0.457249999,133.253,2.160000086,31.52853203,29.84000015,31.79999924,27.156,14.13,5.063333511,2.350000143,0,0.152999997,0.270000011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1961.25,31.1,0.059,0,0,23.7194156,22.724,20.572,7.745,30.99,20.533,23.9080283,13.178,13.698,10.648,25.354,38.037,54.847,68.962,27.604,9.602666,137.3952571,4.633,183217,0.67900002,0.456,131.888,2.190000057,31.36634636,29.82999992,31.46666718,27.179,14.445,5.016666889,2.303333282,0,0.152999997,0.270000011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1961.5,3.5,0.006,0,0,23.79611987,23.092,20.672,7.934,31.014,20.595,23.96100036,14.282,14.027,10.736,26.723,38.783,56.387,70.943,27.838,9.640179,137.5337426,4.653,183958,0.678000033,0.454999983,132.848,2.210000038,31.23659706,29.94666672,31.5,27.252,14.547,5.106666565,2.303333282,0,0.152999997,0.270000011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1961.75,-1,-0.002,0,0,23.87742976,23.562,21.086,8.318,31.435,20.958,24.34235558,14.523,14.5,11.099,27.62,39.635,57.381,72.173,28.61,9.69,140.5625675,5.001,184783,0.677000046,0.453999996,134.487,2.233333349,31.30147171,29.98999977,31.53333282,27.331,14.713,5.113333225,2.460000038,0,0.152999997,0.270000011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1962,2,0.004,0,0,24.02018012,23.984,21.31,8.498,31.696,21.156,24.55469255,15.388,14.81,11.356,28.118,40.336,59.488,74.862,28.403,9.759281,140.7056751,5.29,185452,0.675999999,0.453000009,136.176,2.25666666,31.46365738,30.10666656,31.70000076,27.464,14.859,5.063333511,2.723333359,0,0.151999995,0.275000006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1962.25,0,0.000,0,0,24.05047631,24.249,21.572,8.726,31.823,21.472,24.79391293,15.24,15.259,11.695,28.997,40.555,59.733,74.047,28.607,9.845149,141.7812853,5.322,186087,0.675000012,0.451999992,137.035,2.263333321,31.39878273,30.21999931,31.53333282,27.482,15.036,5.013333321,2.716666698,0,0.151999995,0.275000006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1962.5,0,0.000,0,0,24.10820087,24.473,21.747,8.79,32.07,21.657,25.01006386,15.512,15.382,11.846,28.973,41.478,61.53,75.231,28.972,9.942191,141.5130783,5.228,186790,0.672749996,0.451000005,136.698,2.276666641,31.46365738,30.30666733,31.70000076,27.527,15.157,5.046666622,2.839999914,-1.35,0.151999995,0.275000006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1962.75,0,0.000,0,0,24.1837525,24.533,22.056,9.177,32.25,21.931,25.24750664,14.992,15.307,11.765,28.935,41.538,61.199,74.353,29.288,10.05,141.0852994,5.109,187574,0.67050004,0.449999988,135.946,2.289999962,31.39878273,30.37999916,31.66666794,27.552,15.344,4.95666647,2.813333273,-0.9,0.151999995,0.275000006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1963,0,0.000,0,0,24.24157077,24.854,22.204,9.36,32.427,22.017,25.36283177,15.823,15.486,11.747,29.98,41.285,59.714,72.589,29.839,10.16178,141.5334772,4.977,188213,0.668250024,0.449000001,136.6,2.309999943,31.26903534,30.4766674,31.53333282,27.567,15.427,4.893333435,2.906666756,2.6,0.156000003,0.280000001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1963.25,0,0.000,0,0,24.28770117,25.165,22.417,9.561,32.537,22.258,25.55306809,16.054,16.204,12.123,32.137,41.233,59.161,71.841,30.11,10.27846,141.7446699,5.008,188790,0.666000009,0.448000014,137.411,2.329999924,31.26903534,30.53333282,31.5,27.597,15.501,4.853333473,2.940000057,0,0.156000003,0.280000001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1963.5,-7.1,-0.012,0,0,24.33402239,25.639,22.722,9.679,32.835,22.648,25.90881644,16.578,16.624,12.489,32.732,43.001,62.445,74.401,30.915,10.3998,142.4972964,5.045,189496,0.664250016,0.447250009,137.761,2.349999905,31.46365738,30.71999931,31.63333321,27.651,15.73,4.836666584,3.293333292,0,0.156000003,0.280000001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1963.75,0,0.000,0,0,24.52194782,25.834,22.911,9.832,32.793,22.957,26.09043826,16.782,17.155,12.9,33.728,42.61,60.783,72.52,31.346,10.527,143.8294616,5.019,190265,0.662500024,0.446500003,138.438,2.369999886,31.4312191,30.80333328,31.63333321,27.81,15.887,4.840000153,3.49666667,0,0.156000003,0.280000001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1964,-4.6,-0.007,0,0,24.59301885,26.414,23.364,10.215,33.355,23.327,26.52471622,17.472,17.809,13.221,35.795,42.768,60.473,71.463,31.813,10.66399,143.6245587,4.929,190858,0.660749972,0.445749998,139.383,2.380000114,31.49609375,30.93000031,31.66666603,27.848,15.996,4.829999924,3.529999971,0,0.143000007,0.252999991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1964.25,0,0.000,0,0,24.6622001,26.717,23.775,10.481,33.991,23.652,26.95397686,17.391,17.761,13.558,33.993,43.045,60.07,70.08,32.544,10.81072,146.0348835,5.008,191447,0.658999979,0.444999993,140.92,2.403333426,31.4312191,30.97999954,31.53333282,27.91,16.119,4.849999905,3.476666689,-8.4,0.143000007,0.252999991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1964.5,0,0.000,0,0,24.75997046,27.08,24.212,10.827,34.655,23.961,27.38077264,17.804,18.045,14.018,33.437,43.071,59.598,69.847,32.899,10.96995,145.8047299,4.993,192131,0.657249987,0.444249988,141.607,2.423333406,31.52853203,31.04999924,31.63333321,28,16.321,4.823333263,3.49666667,0,0.143000007,0.252999991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1964.75,0,0.000,0,0,24.87939606,27.155,24.28,10.495,34.722,24.289,27.61656778,17.95,18.177,14.31,32.827,42.947,58.76,68.412,33.247,11.133,145.6977624,4.986,192847,0.655499995,0.443499982,142.592,2.420000076,31.62584114,31.19333267,31.70000076,28.133,16.468,4.809999943,3.683333397,0,0.143000007,0.252999991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1965,2.2,0.003,0,1,25.00539142,27.822,24.819,11.471,35.054,24.565,27.91145391,19.756,19.005,15.271,32.942,42.843,58.02,66.894,33.562,11.32209,148.2101322,4.983,193393,0.653750002,0.442750007,144.324,2.460000038,31.72315025,31.29000092,31.86666679,28.262,16.612,4.78666687,3.890000105,-4.5,0.137999997,0.244000003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1965.25,1.4,0.002,0,0,25.10992908,28.2,25.093,11.49,35.389,24.936,28.26302455,19.755,19.537,15.846,33.199,43.396,58.132,66.584,34.414,11.52059,149.4667586,4.919,193888,0.65200001,0.442000002,145.879,2.483333349,31.95020866,31.48999977,32.16666794,28.372,16.696,4.820000172,3.873333454,0,0.137999997,0.244000003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1965.5,14,0.020,0,0,25.20506048,28.772,25.525,11.882,35.919,25.278,28.66596927,20.46,20.066,16.446,33.329,44.897,60.48,68.92,35.383,11.73339,150.1997172,4.914,194528,0.650750041,0.441500008,146.013,2.5,32.11239243,31.58333397,32.40000153,28.432,16.905,4.889999866,3.866666555,-1.75,0.137999997,0.244000003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1965.75,0,0.000,1,0,25.368221,29.466,26.242,12.383,37.251,25.707,29.39227377,20.555,20.517,17.145,32.608,45.862,62.158,71.525,35.893,11.961,151.6342301,5.074,195195,0.649500012,0.440999985,147.692,2.523333311,32.30701447,31.75,32.6333313,28.562,17.107,4.966666698,4.166666985,0,0.137999997,0.244000003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1966,0,0.000,0,0,25.53247872,30.189,26.629,12.972,37.522,25.974,29.66099838,22.292,21.284,17.892,33.348,46.687,63.579,74.143,36.338,12.20335,152.4718647,5.361,195688,0.648249984,0.440499991,149.685,2.553333282,32.63137817,32.04666901,33.10000229,28.724,17.516,5.166666508,4.610000134,-1.75,0.150999993,0.250999987,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1966.25,1,0.001,0,0,25.74777154,30.29,26.698,12.455,37.878,26.257,29.96704749,21.886,21.009,18.171,30.673,47.514,65.262,75.702,36.619,12.43501,153.2738906,5.55,196178,0.647000015,0.439999998,150.835,2.579999924,32.85843658,32.33666611,33.23333359,28.96,17.822,5.489999771,4.586666584,0.9,0.150999993,0.250999987,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1966.5,11,0.014,0,0,26.0126603,30.489,27.004,12.863,38.15,26.474,30.20434174,21.669,21.002,18.392,29.676,48.8,67.904,80.666,37.042,12.66842,154.9215494,5.753,196762,0.646000028,0.439999998,151.689,2.613333225,33.11793137,32.6166687,33.56666565,29.237,18.111,5.866666794,5.04333353,0,0.150999993,0.250999987,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1966.75,21.8,0.027,0,0,26.25260281,30.736,27.116,12.858,38.044,26.763,30.35435466,21.773,20.365,18.345,26.563,49.594,68.469,82.713,37.995,12.891,154.2786614,6.054,197398,0.644999981,0.439999998,152.126,2.643333435,33.085495,32.8833313,33.33333206,29.51,18.408,6.136666775,5.210000038,0,0.150999993,0.250999987,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1967,38.8,0.048,0,0,26.37468959,31.007,27.274,12.615,38.472,27.01,30.65906939,21.177,19.887,17.956,25.764,51.699,73.163,87.664,38.465,13.09401,154.0180692,6.205,197892,0.643999994,0.439999998,152.71,2.663333416,33.15036774,32.96666718,33.3666687,29.6,18.558,5.880000114,4.513333321,0,0.155000001,0.256000012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1967.25,6,0.007,0,0,26.51468739,31.013,27.646,13.157,38.758,27.272,30.92223044,20.274,20.396,17.892,28.693,51.418,72.103,87.721,38.675,13.29757,152.7103313,6.276,198363,0.643000007,0.439999998,151.888,2.686666727,33.11793137,33.16666412,33.29999924,29.714,18.903,5.980000019,3.659999847,0,0.155000001,0.256000012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1967.5,3.8,0.005,0,0,26.77457535,31.261,27.788,13.052,38.722,27.644,31.15475727,20.856,20.596,17.802,30.131,51.953,73.249,89.921,38.827,13.4995,154.3631587,6.291,198911,0.642499983,0.440250009,152.822,2.723333359,33.31255341,33.5,33.43333435,30.008,19.121,6.329999924,4.300000191,-1.6,0.155000001,0.256000012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1967.75,-10,-0.012,0,0,27.07070066,31.499,27.959,13.085,38.897,27.877,31.36464007,21.307,21.239,18.169,31.886,52.307,73.097,88.963,39.504,13.71,156.1969332,6.287,199498,0.64199996,0.440500021,153.588,2.75333333,33.4423027,33.8666687,33.5,30.289,19.359,6.723333359,4.753333092,0,0.155000001,0.256000012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1968,5,0.006,0,0,27.36717681,32.148,28.627,13.898,39.662,28.314,31.90981007,21.771,21.751,18.74,32.081,53.22,74.368,91.161,40.197,13.95073,154.9332631,6.293,199920,0.641499996,0.440750003,153.889,2.823333263,33.83153915,34.20000076,33.96666718,30.626,19.956,6.829999924,5.050000191,0,0.172000006,0.286000013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1968.25,-23.3,-0.026,0,0,27.65339206,32.694,29.066,14.194,40.15,28.76,32.36811527,22.651,21.64,18.414,32.892,53.466,73.771,91.079,40.979,14.20728,155.7915355,6.374,200361,0.640999973,0.441000015,155.167,2.866666555,33.99372482,34.53333282,34.16666794,30.947,20.314,7.023333549,5.519999981,0,0.172000006,0.286000013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1968.5,0,0.000,0,0,27.92697005,32.918,29.613,14.833,40.79,29.131,32.81733883,21.915,21.959,18.66,33.482,53.578,73.136,89.282,41.568,14.47929,156.8454805,6.496,200898,0.639999986,0.441250026,156.198,2.900000095,34.22078323,35,34.29999924,31.183,20.698,6.863333225,5.196666718,0,0.172000006,0.286000013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1968.75,0,0.000,0,0,28.31820932,33.06,29.748,14.745,40.799,29.454,33.03563415,22.143,22.499,19.212,33.9,53.622,72.689,88.483,41.927,14.746,157.3217862,6.364,201466,0.638999999,0.441500008,156.811,2.956666708,34.38296509,35.43333435,34.5,31.615,21.109,7.026666641,5.586666584,0,0.172000006,0.286000013,.,.,.,.,.,.,.,.,.,.,.,.,79.67816089,80.44022988,80.79885057,80.85287356,80.99080459,80.98275861,122,123.3253012,124.2891566,125.1686747,126.0120482,126.8674699
1969,0,0.000,0,0,28.61439504,33.581,30.081,15.023,41.252,29.717,33.35958727,23.602,23.208,19.781,35.12,53.674,72.285,87.542,42.268,15.00633,158.130784,6.271,201881,0.638000011,0.44174999,158.767,3,34.80464172,35.86666489,35,31.955,21.202,7.376667023,6.093333244,0,0.175999999,0.298000008,.,.,.,.,.,.,.,.,.,.,.,.,80.0031746,80.48888888,80.59365079,81.09047618,81.02380952,.,123.5409836,124.7213115,125.5245902,126.4590164,127.2786885,.
1969.25,0,0.000,0,0,28.98245197,33.679,30.274,14.983,41.342,30.082,33.62667879,23.414,23.31,19.995,34.743,53.45,71.132,85.578,42.623,15.25139,158.5376169,6.33,202331,0.637000024,0.442000002,159.22,3.039999962,35.16144562,36.43333435,35.5,32.363,21.743,7.586666584,6.196666718,0,0.175999999,0.298000008,.,.,.,.,.,.,.,.,.,.,.,.,80.25714282,80.53749999,80.90714285,80.79107142,80.44339622,.,125,125.9298246,126.9824561,127.8070175,128.6428571,.
